"","post_id","type","timestamp","caption","hashtags","n_hashtags","is_video","video_views","n_likes","n_comments","n_uniq_commenters"
"364","ig364","GraphVideo",2020-01-01 18:56:53,"Sampurasun, wargi Jabar!Tidak terasa 2019 sudah berakhir. Artinya, sudah lewat satu tahun sejak perjalanan Jabar Digital Service dimulai. 2019 adalah tahun yang transformatif bagi kami dan Jawa Barat.Ingin tahu upaya-upaya yang kami lakukan dan berbagai pencapaian yang kami raih di tahun 2019 dalam memastikan manfaat inovasi digital lebih inklusif dan tata kelola serta pelayanan publik lebih baik melalui teknologi?Baca Laporan Tahunan 2019 kami di laman:https://digitalservice.jabarprov.go.id/index.php/satu-tahun-jds/Mari sambut 2020 untuk terus upayakan berbagai terobosan digital lainnya untuk pembangunan #JabarJuara!@ridwankamil @ruzhanul @diskominfojabar","JabarJuara",1,TRUE,1705,86,0,0
"365","ig365","GraphVideo",2020-01-01 00:04:14,"Sampurasun, Sobat JDS!Terima kasih telah menemani awal perjalanan Jabar Digital Service di tahun 2019. Mari bersama-sama terus berupaya untuk mengoptimalisasi pemanfaatan inovasi dan teknologi dalam memperbaiki tata kelola dan pelayanan publik Jawa Barat di tahun 2020!Selamat Tahun Baru!","",0,TRUE,1104,109,2,2
"366","ig366","GraphVideo",2019-12-25 08:18:19,"Sampurasun Sobat JDS !Jabar Digital Service mengucapkan Selamat Natal bagi wargi #JabarJuara yang merayakan. Semoga  damai dan kebahagiaan Natal selalu menyertai kita semua.","JabarJuara",1,TRUE,603,47,1,1
"367","ig367","GraphVideo",2019-12-22 10:32:55,"Industri Teknologi masih tergolong sebagai industri yang didominasi oleh laki - laki. Berdasarkan penelitian dari Badan Pusat Statistik, hanya ada 30% pekerja perempuan di bidang STEM (Sains, teknologi, teknik, dan matematika). Namun sekarang mulai banyak perempuan yang mulai menembus glass ceiling dalam Industri Teknologi.Pada peringatan #HariIbu 22 Desember ini, @fyda.fauziyyah dan @neamaryn bakal #MingleBareng @nonchild (Data Analyst di JDS) dan @nanahinadinna (Business Analyst adi JDS), ngobrolin tentang peran perempuan yang masih menjadi minoritas di bidang teknologi, lalu kenapa ya mereka masih memutuskan untuk bekerja di industri ini?Yuk, dengerin podcast #DIGITALKS ep. 04 di: http://bit.ly/digitalksep04 (cek link di bio kami)","MingleBareng, HariIbu, DIGITALKS",3,TRUE,729,48,0,0
"368","ig368","GraphVideo",2019-12-18 19:00:08,"Jumat (13/12) lalu, Pemerintah Provinsi Jawa Barat telah resmi meluncurkan Desa Digital Kesehatan di Kecamatan Kersamanah, Kabupaten Garut. Program ini diharapkan mampu mengatasi masalah ketimpangan terkait fasilitas kesehatan dan jumlah serta ketersebaran dokter spesialis yang sekarang banyak dialami oleh masyarakat pedesaan di Jawa Barat.Pada peluncuran program Desa Digital bertemakan kesehatan 4.0 ini, Puskesmas Sukamerang dipilih sebagai salah satu puskesmas binaan yang diperkenalkan kepada KOTAK DOKTER, sebuah produk dari mitra startup di bidang teknologi kesehatan yang berkolaborasi dengan Pemprov Jabar di program Desa Digital Kesehatan, @docta.id.Kotak Dokter adalah alat telemedicine praktis yang dapat dibawa ke mana saja. Dengan fasilitas ini, dokter umum dan tenaga medis yang bertugas di puskesmas pedesaan atau wilayah yang jauh dari akses kesehatan canggih dapat berkonsultasi langsung dengan dokter spesialis dalam melayani konsultasi masyarakat.","",0,TRUE,1371,112,6,5
"369","ig369","GraphSidecar",2019-12-16 16:43:21,"Hai, Sobat JDS!Rabu (11/12) lalu, Jabar Digital Service dan @diskominfojabar mengadakan TechUpdate vol. 13 dengan tema “Modernizing Software Development Methodology in Government Sector” di BLOCK71, Dago.Pada TechUpdate kali ini para in-house engineers dari Jabar Digital Service hadir sebagai narasumber. Di sesi pertama, Aldi Doanta Kurnia dan Imam Muslim berbicara mengenai penerapan Continuous Integration (CI) dan Continuous Delivery (CD) yang berperan cukup besar dalam meningkatkan kualitas software. Sesi selanjutnya, Yoga Hanggara berbicara mengenai Clean Code dengan Code Review dan Automation.Bersama dengan wargi #JabarJuara, ketiga narasumber yang hadir berdiskusi mengenai bagaimana membangun ekosistem pengembangan software yang ideal di sektor pemerintahan, mulai dari penerapan CI/CD dengan tahapan yang berbeda, penggunaan Gitlab CI/CD untuk melakukan test dan deploy, hingga tips dalam melakukan code review. Kegiatan ini diharapkan mampu untuk memicu upaya dalam memodernisasikan manajemen pengembangan software agar bisa membawa perubahan penting dalam sistem dan proses pemerintahan itu sendiri.TechUpdate adalah acara bincang teknologi dwimingguan yang diselenggarakan Jabar Digital Service dan @diskominfojabar. Untuk informasi mengenai TechUpdate selanjutnya, ikuti kami di media sosial!Sampai bertemu di TechUpdate selanjutnya!","JabarJuara",1,FALSE,NA,105,2,2
"370","ig370","GraphSidecar",2019-12-14 20:02:42,"Rabu (11/12) lalu, Jabar Digital Service, @dinastphjabar, bersama mitra @habibi_garden resmi meluncurkan Desa Digital Pertanian.Dengan diluncurkannya program Desa Digital Pertanian di Kabupaten Bandung Barat ini, Pemerintah Provinsi Jawa Barat berharap pemanfaatan layanan IoT yang disediakan bagi masyarakat desa dapat membantu meningkatkan produktivitas, mengurangi biaya, dan mengurangi kemungkinan kegagalan panen para petani.Acara peluncuran yang diadakan di Sheo Hotel, Bandung ini disertai dengan kegiatan Pertemuan Evaluasi Penyuluhan Pertanian Tingkat Provinsi Jawa Barat.Dalam sambutannya, Kepala Dinas Tanaman Pangan dan Holtikultura mengutarakan harapannya agar kegiatan penyuluhan tidak hanya menyoroti perihal output atau hasil saja tapi juga mampu mendidik para perwakilan kelompok tani terutama perihal kemajuan di bidang agrikultur. Mengingat kondisi lingkungan yang sekarang ini terus berubah dikarenakan alih fungsi lahan yang semakin sering terjadi.","",0,FALSE,NA,98,1,1
"371","ig371","GraphSidecar",2019-12-13 13:02:04,"Replikasi Desa Digital Perikanan di Kabupaten Bogor, Jawa Barat.Pemerintah Provinsi Jawa Barat meluncurkan Desa Digital Perikanan di Desa Pasarean, Kecamatan Pamijahan, Kabupaten Bogor, Rabu (4/12), sebagai replikasi dari program pilot yang telah diluncurkan pada akhir 2018 lalu di Desa Puntang, Kabupaten Indramayu.Program Desa Digital Perikanan ini berkolaborasi dengan @efishery, startup digital yang mengembangkan teknologi IoT untuk membantu budidaya ikan dan udang.Melalui program ini Pemprov Jawa Barat dan eFishery berkomitmen untuk mengembangkan industri budidaya perikanan yang berkelanjutan, khususnya bagi masyarakat desa, dengan menyediakan mesin autofeeder yang dapat dikontrol melalui aplikasi mobile untuk membantu meningkatkan produktivas dan daya saing budidaya ikan dan udang di Jawa Barat.Masyarakat desa juga mendapat pelatihan pengelolaan e-commerce, agar mampu memanfaatkan aplikasi untuk berdagang yang lebih mudah dan murah. Kedepannya, diharapkan melalui program ini masyarakat desa mampu secara mandiri meningkatkan pendapatan serta mengembangkan potensi perikanan di desanya.","",0,FALSE,NA,77,0,0
"372","ig372","GraphSidecar",2019-12-10 17:04:54,"Senin (2/12) lalu, @diskominfojabar dan Jabar Digital Service meluncurkan “Desa Digital Multimedia” di Kabupaten Sumedang, Jawa Barat, dalam bentuk Seminar dan Workshop bertemakan “Potensi Ekonomi di Dunia Visual: Konten Visual Kreatif untuk #JabarJuara Lahir Batin”. Diisi oleh pakar dan praktisi konten visual kreatif seperti Wahyu Aditya (Hellomotion), Abdul Bar (Kampung Logo), Yosi (P-Project), dan Krisna Supriyatna (Youtuber), acara ini dihadiri oleh 240 perwakilan terpilih dari desa-desa se-Jawa Barat yang merupakan pengelola media sosial, komunitas kreatif, dan karang taruna desa.Dalam implementasi program “Desa Digital Multimedia” ini, Diskominfo Jabar dan Jabar Digital Service menggandeng lembaga kursus desain grafis dan multimedia, @hellomotionid sebagai mitra.","JabarJuara",1,FALSE,NA,136,6,6
"373","ig373","GraphImage",2019-12-09 20:22:55,"Sampurasun Sobat JDS!TechUpdate vol. 13 hadir menyapa Sobat JDS di bulan Desember dengan tema “Modernizing Software Development Methodology in Government Sector”. Saat ini, ekosistem software development di Indonesia masih dirasa kompleks dan sistemik. Hal ini akhirnya memicu munculnya upaya untuk memodernisasikan model manajemen software development agar menciptakan sebuah ekosistem yang dirasa ideal.Bisakah model ini diterapkan pada sektor pemerintahan? Mari diskusi bersama Jabar Digital Service dan @diskominfojabar di TechUpdate vol. 13 melalui 2 sesi pembahasan:Sesi 1: Journey in Implementing CI/CD oleh Aldi Doanta Kurnia dan Imam MuslimSesi 2: Clean Code with Code Review oleh Yoga HanggaraAcara ini akan dilaksanakan pada Rabu, 11 Desember 2019, pukul 15.30 di Block 71,  Jl. Ir. H. Juanda No.108, Lebakgede, Bandung.Segera daftar di: event.jabarprov.go.id. Jangan sampai ketinggalan karena KURSI TERBATAS!Bagi yang tidak berdomisili di Bandung, jangan khawatir! Kami akan LIVE di instagram @jabardigitalservice sepanjang acara.Sampai bertemu di hari Rabu!","",0,FALSE,NA,112,7,7
"374","ig374","GraphSidecar",2019-12-09 10:22:32,"Jabar Digital Innovation Awards memberikan penghargaan kepada badan dan individu yang berhasil membangun ekosistem digital yang inovatif, berkelanjutan, dan memiliki dampak kepada masyarakat di Jawa Barat. <U+2063><U+2063>Siapa saja yang berhasil mendapatkan penghargaan di #JDIA2019? Yuk, simak postingan berikut ini!<U+2063><U+2063>#JabarJuara #ProvinsiDigital","ProvinsiDigital, JDIA2019, JabarJuara",3,FALSE,NA,183,5,5
"375","ig375","GraphSidecar",2019-12-08 22:20:57,"Gubernur @ridwankamil (6/2) meluncurkan secara resmi aplikasi #Sapawarga di gelar Jabar Digital Innovation Awards 2019. Kang Emil memperkenalkan untuk pertama kalinya kepada wargi #JabarJuara versi satu dari aplikasi #Sapawarga, yang saat ini baru bisa digunakan oleh pengurus Rukun Warga (RW) di Kota/Kabupaten di Jawa Barat. <U+2063><U+2063>“Sekarang kita akan memulai transformasi digital secara masif. Para ketua RW pengguna awal Sapawarga akan menjadi agen-agen perubahan untuk Jawa Barat yang lebih digital,” ujar Kang Emil di sesi soft-launching, melanjutkan bahwa versi selanjutnya dari #Sapawarga akan bisa diakses oleh seluruh wargi #JabarJuara.<U+2063><U+2063>Sapawarga adalah media komunikasi warga Jawa Barat yang memiliki fitur-fitur khusus sesuai dengan kebutuhan masyarakat seperti menampung aspirasi, menjembatani jalur komunikasi, dan menjadi pintu akses layanan publik secara daring.","Sapawarga, JabarJuara",2,FALSE,NA,157,1,1
"376","ig376","GraphSidecar",2019-12-08 22:12:24,"Jumat (6/12) @diskominfojabar dan Jabar Digital Service, didukung oleh @dpmdesajabar dan disponsori oleh @paragon.id, menyelenggarakan JABAR DIGITAL INNOVATION AWARDS (JDIA) 2019.Acara ini digelar untuk mengapresiasi mengapresiasi badan dan individu yang telah berhasil membangun ekosistem digital yang inovatif, berkelanjutan, dan memiliki dampak kepada masyarakat di Jawa Barat.#JDIA2019 diawali dengan workshop mengenai optimalisasi bisnis dan tata kelola melalui inovasi digital yang difasilitasi oleh @lingkaranco dan Google Gapura Digital dan dihadiri oleh pegiat dan pelaku startup di Bandung.Kepala @diskominfojabar Setiaji membuka secara resmi #JDIA2019. “Jabar Digital Innovation Awards yang pertama ini adalah program besar yang tidak akan terwujud tanpa adanya kolaborasi,” ujar beliau.Acara dilanjutkan dengan peluncuran terbatas aplikasi #Sapawarga, keynote speech dari @paragon.id, startup perikanan digital eFishery, dan Ekraf Jabar, serta  prosesi penganugeran penghargaan-penghargaan yang ada di #JDIA2019.","JDIA2019, Sapawarga",2,FALSE,NA,168,4,3
"377","ig377","GraphSidecar",2019-12-04 20:14:13,"Sudah daftar buat menghadiri MINI-WORKSHOP on DIGITAL INNOVATION di JABAR DIGITAL INNOVATION AWARDS 2019?<U+2063><U+2063>Jangan lupa untuk catat detail-detail pentingnya dari postingan ini!<U+2063><U+2063>#JDIA2019 #JabarJuara #DigitalProvince","JDIA2019, DigitalProvince, JabarJuara",3,FALSE,NA,94,8,6
"378","ig378","GraphSidecar",2019-12-04 18:39:36,"2 HARI MENUJU JABAR DIGITAL INNOVATION AWARDS 2019! <U+2063><U+2063>#JDIA2019 akan dilaksanakan pada Jumat, 6 Desember 2019, di The Trans Luxury Hotel, Bandung. Acara utama berlokasi di Trans Convention Center 1 lt. 3. Lihat denahnya di postingan ini, yuk, biar tidak tersesat!<U+2063><U+2063>#JabarJuara #DigitalProvince","JDIA2019, DigitalProvince, JabarJuara",3,FALSE,NA,56,0,0
"379","ig379","GraphImage",2019-12-04 16:03:51,"Jabar Digital Innovation Awards 2019 tinggal 2 HARI LAGI!<U+2063><U+2063>Yuk, lihat rincian rangkaian acaranya di postingan ini! <U+2063><U+2063>#JDIA2019 #JabarJuara #DigitalProvince","JDIA2019, DigitalProvince, JabarJuara",3,FALSE,NA,92,5,4
"380","ig380","GraphSidecar",2019-12-02 21:02:16,"JABAR DIGITAL INNOVATION AWARDS 2019 memberikan apresiasi kepada badan dan individu yang memiliki inisiatif inovasi digital yang berkelanjutan dan berdampak kepada masyarakat di Jawa Barat.<U+2063><U+2063>Apa saja kategorinya? Yuk, lihat di postingan berikut!<U+2063><U+2063>#JDIA2019 #JabarJuara #Sapawarga","JDIA2019, Sapawarga, JabarJuara",3,FALSE,NA,111,0,0
"381","ig381","GraphSidecar",2019-12-02 19:47:36,"ADA APA DI JABAR DIGITAL INNOVATION AWARDS 2019?<U+2063><U+2063><U+2063><U+2063><U+2063>—<U+2063><U+2063><U+2063><U+2063><U+2063>MINI WORKSHOPS on DIGITAL INNOVATION bersama:<U+2063><U+2063><U+2063><U+2063><U+2063>1. LINGKARAN<U+2063><U+2063><U+2063>“Basic Business Data Analytics” oleh Brian Yoga Dharmawan (Principal of Akar MSME Partner)<U+2063><U+2063><U+2063><U+2063><U+2063>2. GOOGLE Gapura Digital<U+2063><U+2063><U+2063>“Kembangkan bisnismu bareng Google!” oleh Tata Sugiarta (Fasilitator Gapura Digital)<U+2063><U+2063><U+2063><U+2063><U+2063>—<U+2063><U+2063><U+2063><U+2063><U+2063>KEYNOTE SPEECH on DIGITAL INNOVATION bersama:<U+2063><U+2063><U+2063><U+2063><U+2063>1. PARAGON (Speaker to be confirmed)<U+2063><U+2063>2. EKRAF JABAR (Ben Wirawan)<U+2063><U+2063><U+2063>3. EFISHERY (Gibran Huzaifah)<U+2063><U+2063><U+2063><U+2063>—<U+2063><U+2063><U+2063><U+2063><U+2063>SOFT-LAUNCHING APLIKASI SAPAWARGA<U+2063><U+2063><U+2063><U+2063><U+2063>Jawa Barat memiliki visi untuk menjadi Provinsi Digital yang melayani masyarakat dengan inovasi teknologi. SAPAWARGA adalah salah satu usaha untuk mewujudkan visi tersebut. Di JDIA, kami akan memperkenalkan #Sapawarga kepada wargi Jabar!<U+2063><U+2063><U+2063><U+2063><U+2063>—<U+2063><U+2063><U+2063><U+2063><U+2063>AWARDING SESSIONS<U+2063><U+2063><U+2063><U+2063><U+2063>Siapa saja individu, badan, dan startup digital yang memiliki inisiatif digital yang berkelanjutan dan memiliki dampak bagi Jawa Barat? Mereka akan dianugerahi penghargaan dari #JDIA2019 di sesi ini!","JDIA2019, Sapawarga",2,FALSE,NA,215,3,3
"382","ig382","GraphImage",2019-12-02 18:46:43,"Sampurasun, wargi #JabarJuara!<U+2063><U+2063>Sebentar lagi JABAR DIGITAL INNOVATION AWARDS (JDIA) 2019 akan digelar!Apa, sih, JDIA itu?<U+2063><U+2063>Sejalan dengan visi Jawa Barat untuk menjadi Provinsi Digital, #JDIA2019 diselenggarakan untuk mengapresiasi badan dan individu yang telah berhasil membangun ekosistem digital dan inovasi yang berkelanjutan di Jawa Barat.<U+2063><U+2063>Jabar membutuhkan warga dan perangkat daerah untuk mewujudkan cita-cita memiliki tata kelola dan pelayanan publik yang lebih baik melalui teknologi. Dengan JDIA, kami berharap wargi #JabarJuara bisa mengetahui dan terinspirasi oleh inisiatif-inisiatif digital yang sudah ada di Jawa Barat!","JDIA2019, JabarJuara",2,FALSE,NA,98,1,1
"383","ig383","GraphSidecar",2019-11-28 17:31:42,"Jabar raih 2 penghargaan di ‘It Works Top Digital Awards 2019’Provinsi Jawa Barat meraih 2 penghargaan dari ‘It Works Top Digital Awards’ pada Rabu (27/11). Diterima oleh Kepala @diskominfojabar, Setiaji, mewakili Pemerintah Provinsi Jawa Barat, penghargaan yang diraih adalah kategori ‘TOP DIGITAL IMPLEMENTATION on PROVINCE GOVERNMENT’ untuk Pemprov Jabar dan ‘TOP LEADER on IT LEADERSHIP’ untuk Gubernur @ridwankamil. ‘Top Digital Awards’ diadakan oleh Majalah It Works dan diberikan sebagai apresiasi tertinggi untuk perusahaan (BUMN, BUMD, dan swasta) dan instansi pemerintahan (pusat, provinsi, dan kota/kabupaten). Tahun ini, ‘It Works Top Digital Awards’ dilaksanakan pada Rabu, 27 November 2019 di The Sultan Hotel, Jakarta.SELAMAT KEPADA JAWA BARAT!","",0,FALSE,NA,88,1,1
"384","ig384","GraphSidecar",2019-11-24 20:14:46,"Jumat (22/11) Jabar Digital Service dan @diskominfojabar mengadakan TechUpdate x NextTalk “Pemanfaatan dan Keamanan Teknologi Cloud Computing” di NextSpace, Jl Trunojoyo no 11, Bandung.TechUpdate pekan ini mengundang dua pakar bidang cloud computing, yaitu Deny Setiaji Nursidiq dari PT Oracle Indonesia dan Soni Fajar Surya dari Telkom University.Bersama wargi #JabarJuara, narasumber mendiskusikan apa itu cloud computing, keamanannya, dan bagaimana tata kelolanya; serta bagaimana cloud computing dapat membantu pengembangan platform layanan masyarakat yang mudah diakses, terstandardisasi, dan cepat diimplementasi. Di Jawa Barat, kami memastikan inovasi teknologi terbaru dapat menjadi opsi untuk membuat tata kelola dan layanan publik lebih efisien. Di TechUpdate kali ini, kita mengetahui apa yang ditawarkan teknologi cloud computing kepada usaha melayani masyarakat dengan lebih baik.TechUpdate adalah acara bincang teknologi dwimingguan yang diselenggarakan Jabar Digital Service dan @diskominfojabar. Untuk informasi mengenai TechUpdate selanjutnya, ikuti kami di media sosial! Sampai jumpa di TechUpdate berikutnya!","JabarJuara",1,FALSE,NA,69,0,0
