"","post_id","comments_username","comments_timestamp","comments_text"
"21","ig003","ersongalery",2021-01-13 06:25:05,"Di slide kedua ada yg salah ketik di presentase"
"22","ig003","ersongalery",2021-01-13 06:31:03,"@atepwungkul123 SETUJU PISAN KANG..<U+0001F44D><U+0001F44D>"
"23","ig003","gersonwd",2021-01-13 10:30:39,"Buat kabupaten bekasi gmna min?"
"24","ig004","omden67",2021-01-11 22:43:41,"Harusnya Kab Bandung sdh masuk zona merah"
"25","ig004","jessiekhimawan",2021-01-11 23:14:26,"Kota Bandung ckckck... Ga turun lagi setelah dihantam liburan panjang dan konsep new normal kebablasan"
"26","ig004","nurulbernawan90",2021-01-11 23:39:05,"<U+0001F622>"
"27","ig004","awukyu",2021-01-12 04:18:26,"yeeee 11 orang meninggal gak tau dari mana <U+0001F612>"
"28","ig004","azkamasyail26",2021-01-12 05:39:01,"Min kenapa kab cianjur yang terkomfirmasinya kemarin 221 sekarang 209"
"29","ig004","ilmu_baru.id",2021-01-12 15:50:05,"Besok 100k nih"
"30","ig005","samawati_musa",2021-01-11 19:27:19,"Depok...oh...Depok...kota Auto pilot...."
"31","ig005","syabab99",2021-01-11 22:23:11,"Ngeri bener depok <U+0001F635> @idrisashomad @pemkotdepok"
"32","ig005","bj_yuwono",2021-01-12 11:59:35,"Min, kl boleh ada tambahan 1 info lagi ttg brp yg org yg masih dirawat/ sakit. Trmksh. Btw apa bedanya slide 1 ama slide 2.?"
"33","ig007","razki_iskandar",2021-01-10 22:09:06,"makin tinggi aja kasus aktifnya"
"34","ig007","ndha2356",2021-01-10 22:33:59,"@pikobar_jabar Delay nya mau sampai kapan ? Itu Kab.Bogor jauh banget loh selisih nya.. Di data kabupaten ada 900 lebih kasus aktif masa disini cuma 19. Belum lagi daerah yg lain."
"35","ig007","awukyu",2021-01-11 04:16:29,"heran yg meninggalnya tidak teridentifikasi terus asalnyaaa, yg bener ajaa <U+0001F612>"
"36","ig007","kimano9400",2021-01-11 06:10:25,"Semoga kota Tasikmalaya da sekitar nya pulih kembali... Tos ath corona gera nyingkah ath... Mikiran hidup sapopoe ge susah ieu ditambah panyakit corona..."
"37","ig007","ekania_a",2021-01-11 13:58:37,"@ndha2356 sama kak kab.cianjur juga delay kok berbulan2 <U+0001F605>"
"38","ig007","shien_it",2021-01-11 14:58:08,"Mana hadiah tahap 3 .tahap 1 dan 2 aja ga ada"
"39","ig008","rahmat_mulyana93",2021-01-10 18:47:51,"Bener bener yg bikin hoax keterlaluan alat gtu aja ber potensi rusak otak -_-"
"40","ig008","ajat_31h4",2021-01-10 18:50:26,"Kalo ke tangan gmn gituh ?"
"41","ig008","desianti_nur_aini",2021-01-10 19:00:52,"@ajat_31h4 suhunya lbh dingin, dr.haikal pernah info perbedaan suhu kepala dan tangan, apalagi smpe cuci tangan <U+0001F605>"
"42","ig008","jessiekhimawan",2021-01-10 19:14:33,"<U+0001F604><U+0001F604><U+0001F604>.. kang Emil pernah di protes tuh karena ketahuan diukur suhu pake thermogun ditangan"
"43","ig008","aliwawan_",2021-01-10 19:18:37,"Min @pikobar_jabar mungkin bisa tag kang @ridwankamil karena beliau beberapa waktu lalu tdk memberi contoh yg benar dengan cek suhu di tangan <U+0001F60A><U+0001F64F>"
"44","ig008","ajat_31h4",2021-01-10 19:22:05,"@desianti_nur_aini iya juga ya <U+0001F44D>"
"45","ig008","zarqueee",2021-01-10 19:22:24,"Punteun kang @ridwankamil"
"46","ig008","widamaha",2021-01-10 19:38:30,"Tp kurang efektif jg sih cm pake thermogun.. kan skr banyak yg otg.. <U+0001F64F>"
"47","ig008","rizqijauhari",2021-01-10 20:46:58,"Di baca monggo @helmyyahya"
"48","ig008","sundara_fey",2021-01-10 21:42:28,"Saya juga pengen ketawa, waktu di cek suhu di tangan, hasilny 33,5.. <U+0001F602>"
"49","ig008","roni.ade",2021-01-11 05:01:17,"ada sumber hasil penelitian nya ga min? coba minta link nya atau sumbernya. hatur nuhun <U+0001F64F>"
"50","ig008","defl_official",2021-01-11 08:46:40,"min kamu berdosa ga nge tag si teteh nya<U+0001F601>"
"51","ig008","rumahmurahdepokkonsultan",2021-01-11 09:14:50,"Menkes udh jelasin kok di mata najwa kl ga salah . Di tangan atau di jidat sama aja. Tapi dijelaskan juga kl di jidat aman ga ada radiasi yg bs rusak kepala."
"52","ig008","irwanrosdiman",2021-01-11 11:08:13,"Lahh kata menkes nya aj gpp klo ke tangan .<U+0001F605><U+0001F605><U+0001F605> Jd gmn ini tohh..<U+0001F602>"
"53","ig008","primaretta",2021-01-11 12:37:51,"Pada diem di rumah aja kl ga mau ""ditembak"" ke dahi krn takut rusak otak mah <U+0001F605>"
"54","ig008","iman_paujib",2021-01-11 17:17:52,"gimmick kaka nya cute dong<U+0001F61A>"
"55","ig008","mican_agustyani_30",2021-01-12 16:42:24,"Hmm setahu saya ada 2 macam thermal gun, cara cek ya yang tinggal dilihat di layarnya aja, jadi kalau ada tulisan face ditembakan ke bagian wajah (dahi) dan kalau ada tulisan body ditembak ke punggung tangan...."
"56","ig009","lyz_yulia",2021-01-12 15:15:43,"Itu cabai yg sering d pake d bandrek ya??"
"57","ig010","maulida_wien",2021-01-09 21:42:21,"Kota Bekasi masih merah ve @diskavera_cute"
"58","ig010","ekania_a",2021-01-09 21:45:08,"Sinkronisasi datanya kok lama bgt min? Udah berbulan-bulan masih aja blm update. Kaya di cianjur, kasus aktif skrg udah 700 an, hayoh we di pikobar msh 0, kan jauh pisan. Kuatir masyarakatnya tmbh abai. Mohon ditindaklanjuti dong, kan cjr teh msh bagian dr jabar sanes<U+0001F64F>"
"59","ig010","abink_dr",2021-01-09 22:19:23,"@dinkessubang <U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB> <U+0001F92D>"
"60","ig010","ismi258",2021-01-09 23:21:50,"Bekasi sering di rapel apa gmana min? Kadang 0 tau2 tinggi <U+0001F62D>"
"61","ig010","888avengersjla999",2021-01-10 08:30:38,"Jawa Barat dapet kasus impor Covid dari Jakarta...<U+0001F914>"
"62","ig011","kimano9400",2021-01-09 20:02:58,"Yaa allah kota tasik <U+0001F62B><U+0001F62D>"
"63","ig011","sondishopbandung",2021-01-09 21:25:28,"Kota bdg udh zona orange dari zona merah , semangat trus jalanin protokol kesehatan jgn smpe lolos <U+263A><U+FE0F> semoga pandemi ini sgera berlalu aamiin"
"64","ig011","ekania_a",2021-01-09 21:39:59,"Masa min cianjur masih zona kuning aja, sangkilang kasus aktif ge tos 700 an <U+0001F605>"
"65","ig011","budiartirosye",2021-01-10 06:10:12,"@sondishopbandung amin allohuma amin <U+0001F44D>"
"66","ig011","samawati_musa",2021-01-10 11:51:18,"Ya Alloh.... DEPOK mah meuni susah pisan buat ganti warna cerahan dah..."
"67","ig011","dsmeemurivmse",2021-01-10 22:19:02,"Tes nya gimana nih, bisa aja risiko rendah karena ga banyak warga nya yang tes :("
"68","ig012","robbywijaya143",2021-01-09 15:23:15,"Rek kitu rek kiyeu sabodo ahh lieur..... <U+0001F923>"
"69","ig012","lira_atariz",2021-01-09 15:32:11,"nya sok admin heula we ayeunamah nuhun"
"70","ig012","dery2228",2021-01-09 16:02:33,"Gelueh pisan eta nu nyieun hoax. Geus wargi jabar milu ceuk pemerintah. Mun kudu divaksin geus kudu nurut kudu vaksin. Ameh sarembuh bebas ti panyakit nanaon."
"71","ig012","sundara_fey",2021-01-09 16:59:21,"Wios teu di suntik vaksin ge, abi mah hoyong ge suntikan dana ,, InsyaAllah di tampi sa ikhlasna<U+0001F601>"
"72","ig012","kiragdragon",2021-01-09 21:00:40,"@sundara_fey <U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>"
"73","ig012","yulimameng4",2021-01-10 14:06:17,"Breaking News, MUI Nyatakan Vaksin Sinovac Halal dan Suci
 https://kurio.id/app/articles/5ff8343a0d4ac008abac922d"
"74","ig013","euis.rds",2021-01-08 21:31:25,"Tetangga saya ada kehilangan Indra penciuman, tp selalu ke klinik 24 jam, ga diperiksa apa apa"
"75","ig013","dhimas_prasetyo",2021-01-08 21:54:16,"Mohon informasi. Apakah ada nomor call center covid kota bandung/jabar yg dapat d hubungi 24 jam? Hatur nuhun"
"76","ig013","razki_iskandar",2021-01-08 21:56:48,"pecaahhhh rekooooorrrrrr"
"77","ig013","ndha2356",2021-01-09 00:59:15,"Delay data nya mau sampai kapan ? Jauh banget loh beda nya."
"78","ig013","cepsetiawan__",2021-01-09 15:08:26,"@ndha2356 Bogor perasaan 0 terus, kapan sih update nya ini..."
"79","ig013","pikobar_jabar",2021-01-12 22:08:16,"@razki_iskandar kangmin sedih lihatnya <U+2639><U+FE0F>, ayo protokol kesehatanya harus lebih ditingkatkan lagi dan kurangi aktivitas di luar rumah <U+0001F525><U+0001F525> ^"
"80","ig013","pikobar_jabar",2021-01-12 22:10:55,"@dhimas_prasetyo Sampurasun wargi, bila ingin menanyakan sesuatu khususnya terkait Covid-19 silakan hubungi nomor : 119 atau hubungi 112 di Bandung maupun di Jawa Barat. Hatur nuhun <U+0001F60A><U+0001F64F> ^"
"81","ig013","pikobar_jabar",2021-01-12 22:11:34,"@euis.rds coba dirujuk ke Puskesmas/RS terdekat ya wargi <U+0001F64F> ^"
"82","ig014","roh_it6897",2021-01-08 20:12:28,"Saya sudah coba hubungi namun jangankan di tanggapi di baca pun ngga<U+0001F622>"
"83","ig014","ajat_31h4",2021-01-08 20:42:26,"Kalo sebaliknya gmn?"
"84","ig014","ka.rtini380",2021-01-09 20:39:40,"Berarti tingkat kesadaran dan kedisplinan kurang..uang emang berkuasa..coba disiplin kota Jabar.. seperti kota luar Jawa..keluar msk kota wajib swab PCR..bisa ditekan..dijabat..penduduynya..paling banyak..suruh pake masker jg susah<U+0001F622><U+0001F44F>mhn maaf sekedar curhat..sedih.. saya..rindu..SM ortu.. karena pandemik blm berakhir"
"85","ig014","r.iswiduri",2021-01-10 11:44:29,"@pikobar_jabar  kalau yang twrjadi di PT PT yg dipalaukan bukan hasilnya Min, tapi tanggalnya , maksudnya begini , hasil swab antigent berlaku 1 minggu , nah sekarang kunjungan antar PT mengginakan aturan baru yaitu harus menunjukkan hasil swab yg berumur tidak lebih 2 minggu dari tgl swab dilakukan. Nah  kan kunjungan pasti akan dilakukan berulang...maka hasil swab di scan kemudian tanggal di edit...emang berbahaya sih..klau yg bwrsangkutan otg, tapi masa iyaa setiap 2 minggu harus swab ulang ? Profit yg didapat dari projek yg dikerjakan , tekor buat bayar swab setiap 2 minggu"
"86","ig014","pikobar_jabar",2021-01-12 22:13:19,"@ajat_31h4 Bila hasil atau data anda merasa dipalsukan bisa langsung saja melaporkan kepada yang berwajib, jangan lupa untuk membawa bukti-buktinya ya <U+0001F64F> ^"
"87","ig014","pikobar_jabar",2021-01-12 22:14:16,"@roh_it6897 Halo wargi ada yang bisa saya bantu? <U+0001F60A> ^"
"88","ig015","olala_08",2021-01-08 16:22:19,"Punten Min...kalau ada sekolah yg mau offline saat psbb minggu depan harus lapor ke mana?<U+0001F64F>"
"89","ig015","azkaratu",2021-01-08 16:58:20,"Maaf min terpaksa komen lagi <U+0001F604>, masker yg dikasih berbarengan dg bansos provinsi waktu tahap pertama itu kan ga standar karna bahannya masker scuba ya, nah bansos yg tahap ketiga kmarin dikasih lagi masker nih min, udah 3 lapis sih bagus  Tapi maaf itu th maskernya kayanya ukurannya untuk anak2, soalnya dipake sama orang dewasa mah ke idung nutup, tapi ke dagu ngatung. Begitu juga sebaliknya. Maaf ya min, bonganna ngebahas masker. Hehe <U+0001F64F><U+0001F64F>"
"90","ig015","pikobar_jabar",2021-01-13 10:49:17,"@azkaratu Sampurasun wargi, Terima kasih atas masukannya ya wargi, kangmin coba tampung terlebih dahulu aspirasinya <U+0001F64F><U+0001F601> ^"
"91","ig015","pikobar_jabar",2021-01-13 10:55:26,"@olala_08 Selamat siang wargi, bila ada pelanggaran terkait sistem pembelajaran tatap muka di Jawa Barat bisa lansung laporkan kepada Dinas Pendidikan setempat <U+0001F64F> ^"
"92","ig016","bayu_winarsaputra",2021-01-07 21:36:10,"Kota bekasi 2 hari kmrn nihil... Koq tiba-tiba hari ini melonjak tinggi... Rapelan kah?"
"93","ig016","yuliadipermana",2021-01-07 21:44:15,"Kab. Bandung 0?<U+0001F44F>"
"94","ig016","razki_iskandar",2021-01-07 21:54:59,"bekasi & depok aja klo ditotalin udh 1.100 pdhl udh kondisi ini udh lama terjadi tp kok didieumin aja sm Pemda"
"95","ig016","gracenandatambun",2021-01-08 00:27:05,"Mau nanya dong min @pikobar_jabar kalo untuk pasien covid yg isoman , apakah tidak ada suplay vitamin/ obat dri puskes terdekt ????"
"96","ig016","hutauruk_lisa",2021-01-08 10:37:58,"Min itu dlm shari yg positif lbih dri seribu, mrka yg postif itu drwat dmna min? Atau ada yg postf isolasinya mandiri drumah?"
"97","ig016","nurannisahdwi",2021-01-08 10:51:58,"Ko datanya ngga sama ya antara jabar sama dari kab. Indramayu, jauh banget lagi bedanya"
"98","ig016","ramdhann06_",2021-01-08 13:32:00,"Depok bekasi semakin tinggi"
"99","ig016","armansyaha54",2021-01-08 17:25:26,"kab. Bogor kemaren nambah bamyak 90 lebih.. Ko disini kosong"
"100","ig016","aydiastin",2021-01-08 18:44:16,"Min data kota sukabumi ko ga sesuai sama yang di @dinkeskotasukabumi ?"
"101","ig016","pikobar_jabar",2021-01-12 09:20:04,"@razki_iskandar Mohon maaf ya wargi untuk saat ini sedang ada delay update data Kota/Kabupaten dan kami sedang pelajari dan perbaiki, diharapkan kedepannya kami bisa mengurangi jumlah selisih yang terjadi saati ini. <U+0001F64F> ^"
"102","ig016","pikobar_jabar",2021-01-12 09:29:35,"@yuliadipermana Sampurasun wargi, mohon maaf atas ketidaknyamannya, untuk data dari Kab Bandung saat itu belum terupdate, mangga bisa dicek lagi dikemudian harinya <U+0001F64F> ^"
"103","ig016","pikobar_jabar",2021-01-12 09:31:51,"@bayu_winarsaputra Betul wargi, data yang didapatkan hari ini bisa bersumber dari data baru dan data lama. <U+0001F601><U+0001F64F> ^"
"104","ig016","pikobar_jabar",2021-01-12 22:14:57,"@aydiastin Sampurasun wargi, mohon maaf atas ketidaknyamannya. Masih terdapat perbedaan data kasus pada website Kab/Kota dan Pikobar dikarenakan adanya delay update data Kab/Kota ke dalam apps all record/pikobar. <U+0001F64F> ^"
"105","ig016","pikobar_jabar",2021-01-13 09:23:48,"@armansyaha54 Sampurasun wargi, mohon maaf atas ketidaknyamanannya. Adanya delay update data Kota/Kabupaten dalam all apps record/pikobar. <U+0001F64F> ^"
"106","ig016","pikobar_jabar",2021-01-13 11:03:14,"@nurannisahdwi Benar wargi, mohon maaf atas ketidaknyamanannya karena adanya delay update data Kab/Kota ke dalam apps all record/pikobar. <U+0001F64F> ^"
"107","ig016","pikobar_jabar",2021-01-13 11:15:09,"@hutauruk_lisa Halo wargi! untuk kasus terkonfirmasi harian itu berasal dari kombinasi data lama dan baru. Untuk pasien yang mengalai gejala berat maka akan di Rawat inap di Rumah Sakit atau tempat isolasi darurat Kota/Kab di Jabar, bila mengalami gejala ringan atau OTG akan disarankan isolasi mandiri di rumah <U+0001F64F> ^"
"108","ig017","elsafauziaa",2021-01-07 19:23:37,"Nembus resistance China"
"109","ig017","robbywijaya143",2021-01-07 19:25:10,"Wahhh ? Kumahaa atuh ? Lieurrr euyy , pareuman tv ahh!!! hapus youtube hapus kabeh sosmed ahhh... meh si korona naa beres<U+263A><U+FE0F>"
"110","ig017","bi_lis",2021-01-07 19:32:15,"Bntar lagi satu juta kes"
"111","ig017","nia.sarisa",2021-01-07 19:35:58,"trs dinas pendidikan mau tatap muka sukarela heheheheheheheheeheheheh"
"112","ig017","kimano9400",2021-01-07 19:36:14,"Meni tos geunteul wawasuh wae ieu panangan.... Angger weh beuki meningkat"
"113","ig017","boedakbaduy7",2021-01-07 19:37:54,"Di mana boa?"
"114","ig017","niahandayani16",2021-01-07 19:43:31,"Mantaaap...<U+0001F44D>"
"115","ig017","ersongalery",2021-01-07 19:49:10,"Dapet Guiness world record ga?"
"116","ig017","yuliadipermana",2021-01-07 19:53:04,"Hehee"
"117","ig017","derryblues19",2021-01-07 20:00:34,"Min kenapa gak coba aja buka nama, siapa siapa aja yg terdampak positif korona, biar kita tahu siapa yg harus di hindari dan kitanya biar lebih waspada gitu"
"118","ig017","rangga.mauluda",2021-01-07 20:04:26,"3T nya juga dong"
"119","ig017","888avengersjla999",2021-01-07 20:06:46,"Akibat wisatawan asal zona Merah seperti Jakarta, masih dibiarkan leluasa masuk ke Jawa Barat.. sudah zona Merah ditambah lagi pengunjung dari Zona Merah...<U+0001F914>"
"120","ig017","paradigmafashioncorner",2021-01-07 20:11:56,"Disampingn3 M Tong hilap oge masyarakat 17 M nu dikorup ku Mensos"
"121","ig017","medita0710",2021-01-07 20:13:39,"Daerah mana aja itu min"
"122","ig017","jessiekhimawan",2021-01-07 20:21:36,"Kami 3 M. Pemerintah lebih banyak 3T tolong perluas"
"123","ig017","krisitamely",2021-01-07 20:31:23,"akibat banyak yg di tes tes , coba klo adem ayem dirumah ga usah tes.tes an , covid cepat dilupakan"
"124","ig017","razki_iskandar",2021-01-07 20:38:15,"seharusnya tempat wisata tutup dl dan melonjaknya kasus positif sejak pertengahan Des mungkin juga ada dr klaster Pilkada cmn teu digujrudkeun"
"125","ig017","nani_zakiah",2021-01-07 20:54:23,"Haduh sekarang ma bukan dari luar, tp transmisi lokal <U+0001F623>"
"126","ig017","daevkan",2021-01-07 21:19:46,"<U+0001F62D>"
"127","ig017","herruabet",2021-01-07 21:31:13,"mun teu di tes mah moal nambahan siga na<U+0001F606>"
"128","ig017","ina_pancawati",2021-01-07 22:00:01,"Ngeri....pantas jawa bali psbb ketat,yg patuhlah,diam dirmh ajahhhh dulu plissss"
"129","ig017","bobotawakal",2021-01-07 22:00:39,"Eta naha tara dikurangan jeung nu cageur,piraku angger wae sakitu"
"130","ig017","jasatitip.sagala",2021-01-07 22:01:00,"Ngeriiiii, grafiknya setengah parabol terbuka ke atas bosss"
"131","ig017","fridayswithri746",2021-01-07 22:07:26,"@888avengersjla999 bukan karena wisatawan aja sih... Itu yg sengaja pulkam dari JKT atau kota manapun juga membahayakan org yg di kampung..terutama keluarganya/lingkungan.."
"132","ig017","lalanuyy",2021-01-07 22:08:13,"dahlah :')"
"133","ig017","daraapsp",2021-01-07 23:15:44,"Ga make sense"
"134","ig017","radheaibrahim",2021-01-07 23:25:45,"Bisa dibedah lagi ga min kenaikan terbesar di kota/Kabupaten mana, kecamatan kelurahan mana biar masyarakat yg berencana berkegiatan di lokasi tsb lebih waspada"
"135","ig017","mustaram_d_asep",2021-01-07 23:46:27,"Kan abisin test Rapid & pcr swab , vaksin udah datang <U+0001F601>"
"136","ig017","ellycellcell",2021-01-08 06:13:53,"Akh parah, buknnya makin berkurang malah nambah trus, gimana bisa baik klo nambah trs <U+0001F622>"
"137","ig017","iiswans1405",2021-01-08 06:30:11,"Semoga keadaan ini cepet selesai aq rindu liat anak2 berseragam dan bepergian tanpa masker, aq rindu ya allah sehatkan bangsa ini dari segala penyakit aamiin"
"138","ig017","ekania_a",2021-01-08 17:14:49,"@iiswans1405 aamiin yra"
"139","ig017","tdy_kiss",2021-01-09 06:08:24,"@razki_iskandar kalo sy pengen ketawa sama mereka mereka dalam tanda kutip tapi takut dosa ..."
"140","ig017","pikobar_jabar",2021-01-12 08:56:46,"@mustaram_d_asep Vaksin dan test Rapid/PCR Swab beda fungsi ya wargi, walaupun vaksin akan diproduksi akan tetapi test Rapid & PCR Swab akan tetap diberlakukan <U+0001F601> ^"
"141","ig017","mustaram_d_asep",2021-01-12 08:57:56,"@pikobar_jabar mahal min org lebih mentingkan uangnya untuk makan kelihatan nya"
"142","ig017","pikobar_jabar",2021-01-12 09:03:22,"@radheaibrahim Kami sudah menyiapkan konten 10 kenaikan terbesar di Kota/Kabupaten Jawa Barat berdasarkan dari data seminggu. Terkait data kecamatan dan kelurahan mungkin bisa merujuk ke data kota/kab setempat ya <U+0001F601><U+0001F601> ^"
"143","ig017","pikobar_jabar",2021-01-12 09:08:02,"@jasatitip.sagala Doakan semoga cepat turun data di grafiknya <U+0001F64F> ^"
"144","ig017","pikobar_jabar",2021-01-12 09:12:29,"@bobotawakal Sampurasun wargi, untuk masyarakat yang sembuh itu sudah termasuk data terkonfirmasi <U+0001F604> ^"
"145","ig017","pikobar_jabar",2021-01-12 09:15:09,"@ina_pancawati Betul wargi, bila ada sesuatu yang tidak penting mending di rumah saja <U+0001F601> ^"
"146","ig017","ina_pancawati",2021-01-12 09:33:35,"@pikobar_jabar setuju"
"147","ig017","pikobar_jabar",2021-01-12 09:44:05,"@razki_iskandar Sampurasun wargi, beberapa tempat wisata sudah ditutup sementara dan kami sedang melakukan tracing apakah benar kenaikan kasus itu terjadi karena klaster Pilkada? <U+0001F601><U+0001F64F> ^"
"148","ig017","pikobar_jabar",2021-01-12 10:06:05,"@krisitamely Setuju wargi, bila memang tidak ada aktivitas penting lebih baik tetap di rumah saja <U+0001F64F><U+0001F60A> ^"
"149","ig017","pikobar_jabar",2021-01-12 10:09:10,"@jessiekhimawan Kebijakan 3T sedang kami lakukan dan kembangkan agar bisa lebih cepat dan terakomodasi untuk seluruh masyarakat <U+0001F601><U+0001F601> ^"
"150","ig017","pikobar_jabar",2021-01-12 10:13:58,"@medita0710 Total data keseluruhan yang terkonfirmasi pada kurun 8 hari di provinsi Jawa Barat. ^"
"151","ig017","pikobar_jabar",2021-01-12 10:32:11,"@rangga.mauluda Sedang dilaksanakan juga wargi <U+0001F64F><U+0001F60A> ^"
"152","ig017","pikobar_jabar",2021-01-12 10:36:26,"@derryblues19 Tidak bisa ya wargi karena ada peraturan yang mengikat, pada dasarnya setiap pasien mempunyai hak mendapatkan privasi dan kerahasiaan penyakit yang diderita termasuk data-data medisnya. <U+0001F64F><U+0001F60A> ^"
"153","ig017","pikobar_jabar",2021-01-12 10:37:56,"@ersongalery Jangan sampai ya wargi <U+0001F62D> ^"
"154","ig017","derryblues19",2021-01-12 10:39:33,"@pikobar_jabar Ohh begitu yah min , alhamdulillah terima kasih infonya min <U+0001F607> semoga mimin dan kita semua selalu sehat <U+0001F607>"
"155","ig017","pikobar_jabar",2021-01-12 10:40:19,"@kimano9400 Harus diperkuat untuk mengikuti protokol kesehatannya dan menjauhi kerumunan <U+0001F64F> ^"
"156","ig017","pikobar_jabar",2021-01-12 10:50:50,"@nia.sarisa Pembelajaran tatap muka yang akan dimulai pada bulan Januari 2021 akan ditundah terlebih dahulu <U+0001F64F> ^"
"157","ig017","pikobar_jabar",2021-01-13 11:56:48,"@iiswans1405 Amin, semoga pandemi ini cepat berakhir <U+0001F64F><U+0001F64F> ^"
"158","ig018","niko_nikicat",2021-01-07 16:01:33,"Psbb slain bisa menekan jumlah yg positif kita juga menekan usaha rakyat golongan bawah, biar cepet bangkrut <U+0001F44D>"
"159","ig018","kimano9400",2021-01-07 16:04:55,"@niko_nikicat leres pisan"
"160","ig018","robbywijaya143",2021-01-07 16:05:39,"Waduhhh berani berani nyaa yahh ngadain PSBB lagi wkwkwk yang udah udah ajaaa ekonomi di bawah , sekarang mau lebih ngrendahin ekonomi lagi, udah matiin ajaa sekalian"
"161","ig018","kimano9400",2021-01-07 16:07:02,"Gusti kmh deui ath ieu teh... Nasib rakyat leutik...da angger dapur mah kudu ngebul ieu th...du nasib nasib jadi tulang punggung keluarga..."
"162","ig018","ardiansyah12435",2021-01-07 16:12:10,"Kalo dirumah istri anak mau makan apa min,gua cuma kuli disuruh libur ya gua ga dapat uang buat makan..rasakan apabila anda seorang kuli miin.."
"163","ig018","yulianti_n",2021-01-07 17:06:37,"Klo untuk pabrik2 bgmn ya"
"164","ig018","millsoleh",2021-01-07 17:40:01,"Lekas pulih Indonesia<U+0001F1F2><U+0001F1E8><U+0001F64F>"
"165","ig018","hikmahabdussalam90",2021-01-07 18:05:43,"Belajar daring oke. Wisata tutup full juga ya min."
"166","ig018","widjaksanasurasetja",2021-01-07 19:19:42,"PSBB Jawa Barat utk semua Kabupaten/kota atau hanya sebagian?"
